,locus_tag,protein_id,gene,start,end,strand,pseudo,product,Dbxref,inference,type,ID,Parent,Name,gbkey,transl_table,source,phase,end_range,partial,start_range
CDS_NC_009641.1_1366695_1367499_pos,NWMN_RS07015,WP_000186313.1,,1366695,1367499,pos,,Cof-type HAD-IIB family hydrolase,Genbank:WP_000186313.1,COORDINATES: similar to AA sequence:RefSeq:YP_499853.1,CDS,cds-WP_000186313.1,gene-NWMN_RS07015,WP_000186313.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1367791_1368106_neg,NWMN_RS07020,WP_000580198.1,,1367791,1368106,neg,,hypothetical protein,Genbank:WP_000580198.1,COORDINATES: similar to AA sequence:RefSeq:YP_499854.1,CDS,cds-WP_000580198.1,gene-NWMN_RS07020,WP_000580198.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1368080_1368185_neg,NWMN_RS07025,WP_001791424.1,,1368080,1368185,neg,,hypothetical protein,Genbank:WP_001791424.1,COORDINATES: similar to AA sequence:RefSeq:YP_499855.1,CDS,cds-WP_001791424.1,gene-NWMN_RS07025,WP_001791424.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1368323_1369778_neg,NWMN_RS07030,WP_000389956.1,,1368323,1369778,neg,,amino acid permease,Genbank:WP_000389956.1,COORDINATES: similar to AA sequence:RefSeq:YP_499856.1,CDS,cds-WP_000389956.1,gene-NWMN_RS07030,WP_000389956.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1369981_1371499_pos,NWMN_RS07035,WP_000082539.1,,1369981,1371499,pos,,catalase,Genbank:WP_000082539.1,COORDINATES: similar to AA sequence:RefSeq:WP_000082539.1,CDS,cds-WP_000082539.1,gene-NWMN_RS07035,WP_000082539.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1371589_1371739_pos,NWMN_RS07040,WP_001265708.1,rpmG,1371589,1371739,pos,,50S ribosomal protein L33,Genbank:WP_001265708.1,COORDINATES: similar to AA sequence:RefSeq:WP_001265708.1,CDS,cds-WP_001265708.1,gene-NWMN_RS07040,WP_001265708.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1372192_1372462_pos,NWMN_RS07045,WP_001085655.1,rpsN,1372192,1372462,pos,,30S ribosomal protein S14,Genbank:WP_001085655.1,COORDINATES: similar to AA sequence:RefSeq:WP_009384394.1,CDS,cds-WP_001085655.1,gene-NWMN_RS07045,WP_001085655.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1372618_1373596_pos,NWMN_RS07050,WP_000688126.1,guaC,1372618,1373596,pos,,GMP reductase,Genbank:WP_000688126.1,COORDINATES: similar to AA sequence:RefSeq:WP_015365036.1,CDS,cds-WP_000688126.1,gene-NWMN_RS07050,WP_000688126.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1373592_1373697_neg,NWMN_RS07055,WP_001791425.1,,1373592,1373697,neg,,hypothetical protein,Genbank:WP_001791425.1,COORDINATES: similar to AA sequence:RefSeq:YP_499861.1,CDS,cds-WP_001791425.1,gene-NWMN_RS07055,WP_001791425.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1373770_1374634_pos,NWMN_RS07060,WP_000380731.1,,1373770,1374634,pos,,CAP domain-containing protein,Genbank:WP_000380731.1,COORDINATES: similar to AA sequence:RefSeq:YP_499862.1,CDS,cds-WP_000380731.1,gene-NWMN_RS07060,WP_000380731.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1375013_1375637_neg,NWMN_RS07065,WP_001208759.1,lexA,1375013,1375637,neg,,transcriptional repressor LexA,Genbank:WP_001208759.1,COORDINATES: similar to AA sequence:RefSeq:YP_499863.1,CDS,cds-WP_001208759.1,gene-NWMN_RS07065,WP_001208759.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1375779_1376013_pos,NWMN_RS07070,WP_000499647.1,,1375779,1376013,pos,,hypothetical protein,Genbank:WP_000499647.1,COORDINATES: similar to AA sequence:RefSeq:YP_499864.1,CDS,cds-WP_000499647.1,gene-NWMN_RS07070,WP_000499647.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1376148_1376388_pos,NWMN_RS07075,WP_000071351.1,,1376148,1376388,pos,,DUF896 domain-containing protein,Genbank:WP_000071351.1,COORDINATES: similar to AA sequence:RefSeq:YP_499865.1,CDS,cds-WP_000071351.1,gene-NWMN_RS07075,WP_000071351.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1376508_1378497_pos,NWMN_RS07080,WP_000481442.1,tkt,1376508,1378497,pos,,transketolase,Genbank:WP_000481442.1,COORDINATES: similar to AA sequence:RefSeq:NP_764580.1,CDS,cds-WP_000481442.1,gene-NWMN_RS07080,WP_000481442.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1378774_1379017_pos,NWMN_RS07085,WP_000246909.1,,1378774,1379017,pos,,YneF family protein,Genbank:WP_000246909.1,COORDINATES: similar to AA sequence:RefSeq:WP_002465162.1,CDS,cds-WP_000246909.1,gene-NWMN_RS07085,WP_000246909.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1379003_1379102_pos,NWMN_RS07090,WP_001789897.1,,1379003,1379102,pos,,hypothetical protein,Genbank:WP_001789897.1,COORDINATES: similar to AA sequence:RefSeq:YP_499868.1,CDS,cds-WP_001789897.1,gene-NWMN_RS07090,WP_001789897.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1379195_1379663_pos,NWMN_RS07095,WP_000966145.1,,1379195,1379663,pos,,DUF1453 family protein,Genbank:WP_000966145.1,COORDINATES: similar to AA sequence:RefSeq:WP_001566616.1,CDS,cds-WP_000966145.1,gene-NWMN_RS07095,WP_000966145.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1379786_1380908_pos,NWMN_RS07100,WP_000691284.1,,1379786,1380908,pos,,exonuclease SbcCD subunit D,Genbank:WP_000691284.1,COORDINATES: similar to AA sequence:RefSeq:YP_499870.1,CDS,cds-WP_000691284.1,gene-NWMN_RS07100,WP_000691284.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1380911_1383941_pos,NWMN_RS07105,WP_000803164.1,,1380911,1383941,pos,,SMC family ATPase,Genbank:WP_000803164.1,COORDINATES: similar to AA sequence:RefSeq:WP_000803170.1,CDS,cds-WP_000803164.1,gene-NWMN_RS07105,WP_000803164.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1384011_1384374_neg,NWMN_RS07110,WP_000910489.1,mscL,1384011,1384374,neg,,large conductance mechanosensitive channel protein MscL,Genbank:WP_000910489.1,COORDINATES: similar to AA sequence:RefSeq:YP_008530241.1,CDS,cds-WP_000910489.1,gene-NWMN_RS07110,WP_000910489.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1384577_1386224_pos,NWMN_RS07115,WP_001088979.1,,1384577,1386224,pos,,BCCT family transporter,Genbank:WP_001088979.1,COORDINATES: similar to AA sequence:RefSeq:YP_499874.1,CDS,cds-WP_001088979.1,gene-NWMN_RS07115,WP_001088979.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1387115_1389821_pos,NWMN_RS07120,WP_000729744.1,acnA,1387115,1389821,pos,,aconitate hydratase AcnA,Genbank:WP_000729744.1,COORDINATES: similar to AA sequence:RefSeq:YP_499875.1,CDS,cds-WP_000729744.1,gene-NWMN_RS07120,WP_000729744.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1390000_1390468_pos,NWMN_RS07125,WP_000640487.1,,1390000,1390468,pos,,acyl-CoA thioesterase,Genbank:WP_000640487.1,COORDINATES: similar to AA sequence:RefSeq:YP_499876.1,CDS,cds-WP_000640487.1,gene-NWMN_RS07125,WP_000640487.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1390462_1390642_neg,NWMN_RS15320,WP_071624255.1,,1390462,1390642,neg,,hypothetical protein,Genbank:WP_071624255.1,COORDINATES: similar to AA sequence:RefSeq:WP_001796857.1,CDS,cds-WP_071624255.1,gene-NWMN_RS15320,WP_071624255.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1390674_1390971_neg,NWMN_RS07130,WP_001165377.1,,1390674,1390971,neg,,hypothetical protein,Genbank:WP_001165377.1,COORDINATES: similar to AA sequence:RefSeq:YP_499877.1,CDS,cds-WP_001165377.1,gene-NWMN_RS07130,WP_001165377.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1391346_1391955_neg,NWMN_RS07135,WP_000972781.1,,1391346,1391955,neg,,glycerol-3-phosphate 1-O-acyltransferase PlsY,Genbank:WP_000972781.1,COORDINATES: similar to AA sequence:RefSeq:YP_499878.1,CDS,cds-WP_000972781.1,gene-NWMN_RS07135,WP_000972781.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1392160_1394152_pos,NWMN_RS07140,WP_001548666.1,parE,1392160,1394152,pos,,DNA topoisomerase IV subunit B,Genbank:WP_001548666.1,COORDINATES: similar to AA sequence:RefSeq:YP_499879.1,CDS,cds-WP_001548666.1,gene-NWMN_RS07140,WP_001548666.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1394151_1396554_pos,NWMN_RS07145,WP_001289569.1,,1394151,1396554,pos,,DNA topoisomerase IV subunit A,Genbank:WP_001289569.1,COORDINATES: similar to AA sequence:RefSeq:YP_499880.1,CDS,cds-WP_001289569.1,gene-NWMN_RS07145,WP_001289569.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1396803_1398264_pos,NWMN_RS07155,WP_000651160.1,,1396803,1398264,pos,,alanine:cation symporter family protein,Genbank:WP_000651160.1,COORDINATES: similar to AA sequence:RefSeq:YP_499882.1,CDS,cds-WP_000651160.1,gene-NWMN_RS07155,WP_000651160.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1398763_1399615_pos,NWMN_RS07160,WP_000505015.1,,1398763,1399615,pos,,transcription antiterminator,Genbank:WP_000505015.1,COORDINATES: similar to AA sequence:RefSeq:YP_499883.1,CDS,cds-WP_000505015.1,gene-NWMN_RS07160,WP_000505015.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1399589_1399757_pos,NWMN_RS07165,WP_001788758.1,,1399589,1399757,pos,,hypothetical protein,Genbank:WP_001788758.1,COORDINATES: similar to AA sequence:RefSeq:YP_499884.1,CDS,cds-WP_001788758.1,gene-NWMN_RS07165,WP_001788758.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1399749_1400958_pos,NWMN_RS07170,WP_001004752.1,,1399749,1400958,pos,,AI-2E family transporter,Genbank:WP_001004752.1,COORDINATES: similar to AA sequence:RefSeq:YP_499885.1,CDS,cds-WP_001004752.1,gene-NWMN_RS07170,WP_001004752.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1401438_1403961_pos,NWMN_RS07175,WP_001071135.1,mprF,1401438,1403961,pos,,bifunctional lysylphosphatidylglycerol flippase/synthetase MprF,Genbank:WP_001071135.1,COORDINATES: similar to AA sequence:RefSeq:YP_499886.1,CDS,cds-WP_001071135.1,gene-NWMN_RS07175,WP_001071135.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1404163_1404673_neg,NWMN_RS07180,WP_001024830.1,msrA,1404163,1404673,neg,,peptide-methionine (S)-S-oxide reductase MsrA,Genbank:WP_001024830.1,COORDINATES: similar to AA sequence:RefSeq:YP_499887.1,CDS,cds-WP_001024830.1,gene-NWMN_RS07180,WP_001024830.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1404809_1405793_pos,NWMN_RS07185,WP_000356975.1,,1404809,1405793,pos,,LCP family protein,Genbank:WP_000356975.1,COORDINATES: similar to AA sequence:RefSeq:YP_499888.1,CDS,cds-WP_000356975.1,gene-NWMN_RS07185,WP_000356975.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1405880_1406066_neg,NWMN_RS07190,WP_001123276.1,,1405880,1406066,neg,,4-oxalocrotonate tautomerase,Genbank:WP_001123276.1,COORDINATES: similar to AA sequence:RefSeq:YP_499889.1,CDS,cds-WP_001123276.1,gene-NWMN_RS07190,WP_001123276.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1406213_1407476_pos,NWMN_RS07195,WP_000283016.1,,1406213,1407476,pos,,Y-family DNA polymerase,Genbank:WP_000283016.1,COORDINATES: similar to AA sequence:RefSeq:YP_499890.1,CDS,cds-WP_000283016.1,gene-NWMN_RS07195,WP_000283016.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1407612_1408704_neg,NWMN_RS07200,WP_000214266.1,,1407612,1408704,neg,,prephenate dehydrogenase,Genbank:WP_000214266.1,COORDINATES: similar to AA sequence:RefSeq:YP_499891.1,CDS,cds-WP_000214266.1,gene-NWMN_RS07200,WP_000214266.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1408868_1409900_pos,NWMN_RS07205,WP_000433363.1,,1408868,1409900,pos,,M42 family metallopeptidase,Genbank:WP_000433363.1,COORDINATES: similar to AA sequence:RefSeq:YP_499892.1,CDS,cds-WP_000433363.1,gene-NWMN_RS07205,WP_000433363.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1410391_1411798_pos,NWMN_RS07210,WP_000350978.1,,1410391,1411798,pos,,anthranilate synthase component I,Genbank:WP_000350978.1,COORDINATES: similar to AA sequence:RefSeq:YP_499893.1,CDS,cds-WP_000350978.1,gene-NWMN_RS07210,WP_000350978.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1411794_1412361_pos,NWMN_RS07215,WP_000604817.1,,1411794,1412361,pos,,aminodeoxychorismate/anthranilate synthase component II,Genbank:WP_000604817.1,COORDINATES: similar to AA sequence:RefSeq:YP_499894.1,CDS,cds-WP_000604817.1,gene-NWMN_RS07215,WP_000604817.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1412366_1413365_pos,NWMN_RS07220,WP_000173832.1,trpD,1412366,1413365,pos,,anthranilate phosphoribosyltransferase,Genbank:WP_000173832.1,COORDINATES: similar to AA sequence:RefSeq:YP_499895.1,CDS,cds-WP_000173832.1,gene-NWMN_RS07220,WP_000173832.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1413366_1414149_pos,NWMN_RS07225,WP_000154118.1,trpC,1413366,1414149,pos,,indole-3-glycerol phosphate synthase TrpC,Genbank:WP_000154118.1,COORDINATES: similar to AA sequence:RefSeq:YP_499896.1,CDS,cds-WP_000154118.1,gene-NWMN_RS07225,WP_000154118.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1414148_1414781_pos,NWMN_RS07230,WP_000768192.1,,1414148,1414781,pos,,phosphoribosylanthranilate isomerase,Genbank:WP_000768192.1,COORDINATES: similar to AA sequence:RefSeq:YP_499897.1,CDS,cds-WP_000768192.1,gene-NWMN_RS07230,WP_000768192.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1414773_1415988_pos,NWMN_RS07235,WP_001041337.1,trpB,1414773,1415988,pos,,tryptophan synthase subunit beta,Genbank:WP_001041337.1,COORDINATES: similar to AA sequence:RefSeq:YP_499898.1,CDS,cds-WP_001041337.1,gene-NWMN_RS07235,WP_001041337.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1415980_1416709_pos,NWMN_RS07240,WP_000163627.1,,1415980,1416709,pos,,tryptophan synthase subunit alpha,Genbank:WP_000163627.1,COORDINATES: similar to AA sequence:RefSeq:YP_499899.1,CDS,cds-WP_000163627.1,gene-NWMN_RS07240,WP_000163627.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1417030_1418293_pos,NWMN_RS07245,WP_000673309.1,femA,1417030,1418293,pos,,glycine glycyltransferase FemA,Genbank:WP_000673309.1,COORDINATES: similar to AA sequence:RefSeq:YP_499900.1,CDS,cds-WP_000673309.1,gene-NWMN_RS07245,WP_000673309.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1418311_1419571_pos,NWMN_RS07250,WP_000673098.1,femB,1418311,1419571,pos,,glycine glycyltransferase FemB,Genbank:WP_000673098.1,COORDINATES: similar to AA sequence:RefSeq:YP_499901.1,CDS,cds-WP_000673098.1,gene-NWMN_RS07250,WP_000673098.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1420253_1421021_pos,NWMN_RS07255,WP_001213019.1,,1420253,1421021,pos,,Cof-type HAD-IIB family hydrolase,Genbank:WP_001213019.1,COORDINATES: similar to AA sequence:RefSeq:YP_499902.1,CDS,cds-WP_001213019.1,gene-NWMN_RS07255,WP_001213019.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1421068_1421542_neg,NWMN_RS07260,WP_000523665.1,,1421068,1421542,neg,,SWIM zinc finger family protein,Genbank:WP_000523665.1,COORDINATES: similar to AA sequence:RefSeq:YP_499903.1,CDS,cds-WP_000523665.1,gene-NWMN_RS07260,WP_000523665.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1421665_1422367_neg,NWMN_RS07265,WP_000571258.1,,1421665,1422367,neg,,ABC transporter ATP-binding protein,Genbank:WP_000571258.1,COORDINATES: similar to AA sequence:RefSeq:YP_499904.1,CDS,cds-WP_000571258.1,gene-NWMN_RS07265,WP_000571258.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1422359_1423133_neg,NWMN_RS07270,WP_000052317.1,,1422359,1423133,neg,,ABC transporter ATP-binding protein,Genbank:WP_000052317.1,COORDINATES: similar to AA sequence:RefSeq:YP_499905.1,CDS,cds-WP_000052317.1,gene-NWMN_RS07270,WP_000052317.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1423119_1423950_neg,NWMN_RS07275,WP_000548932.1,,1423119,1423950,neg,,ABC transporter permease,Genbank:WP_000548932.1,COORDINATES: similar to AA sequence:RefSeq:YP_499906.1,CDS,cds-WP_000548932.1,gene-NWMN_RS07275,WP_000548932.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1423942_1424929_neg,NWMN_RS07280,WP_000469949.1,,1423942,1424929,neg,,ABC transporter permease,Genbank:WP_000469949.1,COORDINATES: similar to AA sequence:RefSeq:YP_499907.1,CDS,cds-WP_000469949.1,gene-NWMN_RS07280,WP_000469949.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1425099_1425285_neg,NWMN_RS07285,WP_001791844.1,,1425099,1425285,neg,,hypothetical protein,Genbank:WP_001791844.1,COORDINATES: similar to AA sequence:RefSeq:YP_499908.1,CDS,cds-WP_001791844.1,gene-NWMN_RS07285,WP_001791844.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1425232_1425577_neg,NWMN_RS07290,WP_000171798.1,,1425232,1425577,neg,,hypothetical protein,Genbank:WP_000171798.1,COORDINATES: similar to AA sequence:RefSeq:YP_499909.1,CDS,cds-WP_000171798.1,gene-NWMN_RS07290,WP_000171798.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1425781_1427596_pos,NWMN_RS07295,WP_000077571.1,pepF,1425781,1427596,pos,,oligoendopeptidase F,Genbank:WP_000077571.1,COORDINATES: similar to AA sequence:RefSeq:YP_499910.1,CDS,cds-WP_000077571.1,gene-NWMN_RS07295,WP_000077571.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1427735_1428377_neg,NWMN_RS07300,WP_000974847.1,phoU,1427735,1428377,neg,,phosphate signaling complex protein PhoU,Genbank:WP_000974847.1,COORDINATES: similar to AA sequence:RefSeq:YP_499911.1,CDS,cds-WP_000974847.1,gene-NWMN_RS07300,WP_000974847.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1428383_1429235_neg,NWMN_RS07305,WP_000079447.1,,1428383,1429235,neg,,phosphate ABC transporter ATP-binding protein,Genbank:WP_000079447.1,COORDINATES: similar to AA sequence:RefSeq:YP_499912.1,CDS,cds-WP_000079447.1,gene-NWMN_RS07305,WP_000079447.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1429281_1430199_neg,NWMN_RS07310,WP_000450297.1,pstA,1429281,1430199,neg,,phosphate ABC transporter permease PstA,Genbank:WP_000450297.1,COORDINATES: similar to AA sequence:RefSeq:YP_499913.1,CDS,cds-WP_000450297.1,gene-NWMN_RS07310,WP_000450297.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1430200_1431127_neg,NWMN_RS07315,WP_000204625.1,pstC,1430200,1431127,neg,,phosphate ABC transporter permease subunit PstC,Genbank:WP_000204625.1,COORDINATES: similar to AA sequence:RefSeq:YP_499914.1,CDS,cds-WP_000204625.1,gene-NWMN_RS07315,WP_000204625.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1431317_1432301_neg,NWMN_RS07320,WP_000759232.1,,1431317,1432301,neg,,phosphate ABC transporter substrate-binding protein PstS,Genbank:WP_000759232.1,COORDINATES: similar to AA sequence:RefSeq:YP_499916.1,CDS,cds-WP_000759232.1,gene-NWMN_RS07320,WP_000759232.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1432843_1433137_pos,NWMN_RS15330,,,1432843,1433137,pos,true,transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_000277741.1,CDS,cds-NWMN_RS15330,gene-NWMN_RS15330,,CDS,11,Protein Homology,0,,true,.
CDS_NC_009641.1_1433272_1434175_neg,NWMN_RS07335,WP_001162359.1,cvfB,1433272,1434175,neg,,RNA-binding virulence regulatory protein CvfB,Genbank:WP_001162359.1,COORDINATES: similar to AA sequence:RefSeq:YP_499919.1,CDS,cds-WP_001162359.1,gene-NWMN_RS07335,WP_001162359.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1434321_1435923_pos,NWMN_RS07340,WP_000942300.1,,1434321,1435923,pos,,ATP-binding cassette domain-containing protein,Genbank:WP_000942300.1,COORDINATES: similar to AA sequence:RefSeq:YP_499920.1,CDS,cds-WP_000942300.1,gene-NWMN_RS07340,WP_000942300.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1436782_1437988_pos,NWMN_RS07345,WP_000258712.1,,1436782,1437988,pos,,aspartate kinase,Genbank:WP_000258712.1,COORDINATES: similar to AA sequence:RefSeq:YP_499921.1,CDS,cds-WP_000258712.1,gene-NWMN_RS07345,WP_000258712.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1438051_1439041_pos,NWMN_RS07350,WP_000163531.1,,1438051,1439041,pos,,aspartate-semialdehyde dehydrogenase,Genbank:WP_000163531.1,COORDINATES: similar to AA sequence:RefSeq:YP_499922.1,CDS,cds-WP_000163531.1,gene-NWMN_RS07350,WP_000163531.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1439042_1439930_pos,NWMN_RS07355,WP_000149257.1,,1439042,1439930,pos,,4-hydroxy-tetrahydrodipicolinate synthase,Genbank:WP_000149257.1,COORDINATES: similar to AA sequence:RefSeq:YP_499923.1,CDS,cds-WP_000149257.1,gene-NWMN_RS07355,WP_000149257.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1439926_1440649_pos,NWMN_RS07360,WP_000698235.1,,1439926,1440649,pos,,4-hydroxy-tetrahydrodipicolinate reductase,Genbank:WP_000698235.1,COORDINATES: similar to AA sequence:RefSeq:NP_764631.1,CDS,cds-WP_000698235.1,gene-NWMN_RS07360,WP_000698235.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1440675_1441395_pos,NWMN_RS07365,WP_000249840.1,dapD,1440675,1441395,pos,,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase",Genbank:WP_000249840.1,COORDINATES: similar to AA sequence:RefSeq:WP_000249833.1,CDS,cds-WP_000249840.1,gene-NWMN_RS07365,WP_000249840.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1441537_1442689_pos,NWMN_RS07370,WP_001003793.1,,1441537,1442689,pos,,hydrolase,Genbank:WP_001003793.1,COORDINATES: similar to AA sequence:RefSeq:YP_499926.1,CDS,cds-WP_001003793.1,gene-NWMN_RS07370,WP_001003793.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1442693_1443779_pos,NWMN_RS07375,WP_000127593.1,,1442693,1443779,pos,,alanine racemase,Genbank:WP_000127593.1,COORDINATES: similar to AA sequence:RefSeq:YP_499927.1,CDS,cds-WP_000127593.1,gene-NWMN_RS07375,WP_000127593.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1443768_1445034_pos,NWMN_RS07380,WP_000216936.1,lysA,1443768,1445034,pos,,diaminopimelate decarboxylase,Genbank:WP_000216936.1,COORDINATES: similar to AA sequence:RefSeq:YP_499928.1,CDS,cds-WP_000216936.1,gene-NWMN_RS07380,WP_000216936.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1445273_1445675_neg,NWMN_RS07385,WP_000876201.1,msa,1445273,1445675,neg,,sarA expression modulator protein Msa,Genbank:WP_000876201.1,COORDINATES: similar to AA sequence:RefSeq:YP_499929.1,CDS,cds-WP_000876201.1,gene-NWMN_RS07385,WP_000876201.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1445871_1446072_neg,NWMN_RS07390,WP_000809131.1,,1445871,1446072,neg,,cold-shock protein,Genbank:WP_000809131.1,COORDINATES: similar to AA sequence:RefSeq:WP_015900294.1,CDS,cds-WP_000809131.1,gene-NWMN_RS07390,WP_000809131.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1446106_1446295_pos,NWMN_RS07395,WP_001791186.1,,1446106,1446295,pos,,hypothetical protein,Genbank:WP_001791186.1,COORDINATES: similar to AA sequence:RefSeq:WP_001791186.1,CDS,cds-WP_001791186.1,gene-NWMN_RS07395,WP_001791186.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1446242_1446551_neg,NWMN_RS07400,WP_000269923.1,,1446242,1446551,neg,,DUF1033 family protein,Genbank:WP_000269923.1,COORDINATES: similar to AA sequence:RefSeq:YP_499932.1,CDS,cds-WP_000269923.1,gene-NWMN_RS07400,WP_000269923.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1446713_1446983_pos,NWMN_RS07405,WP_001215907.1,,1446713,1446983,pos,,acylphosphatase,Genbank:WP_001215907.1,COORDINATES: similar to AA sequence:RefSeq:YP_499933.1,CDS,cds-WP_001215907.1,gene-NWMN_RS07405,WP_001215907.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1447001_1447631_pos,NWMN_RS07410,WP_001788788.1,,1447001,1447631,pos,,5-bromo-4-chloroindolyl phosphate hydrolysis protein,Genbank:WP_001788788.1,COORDINATES: similar to AA sequence:RefSeq:YP_499934.1,CDS,cds-WP_001788788.1,gene-NWMN_RS07410,WP_001788788.1,CDS,11,Protein Homology,0,,,
