,rec_id,locus_tag,protein_id,gene,start,end,strand,pseudo,product,db_xref,EC_number,old_locus_tag,inference
CDS_CP065825.1_3186988_3187894_neg,CP065825.1,I8N74_15795,QPV90471.1,,3186988,3187894,neg,,LysR family transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226231.1
CDS_CP065825.1_3188008_3188869_pos,CP065825.1,I8N74_15800,QPV90472.1,,3188008,3188869,pos,,pirin family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226230.1
CDS_CP065825.1_3188887_3189565_pos,CP065825.1,I8N74_15805,QPV90473.1,,3188887,3189565,pos,,isochorismatase family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226229.1
CDS_CP065825.1_3190425_3191214_neg,CP065825.1,I8N74_15815,QPV90474.1,phoH,3190425,3191214,neg,,phosphate starvation-inducible protein PhoH,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004871266.1
CDS_CP065825.1_3191718_3193002_neg,CP065825.1,I8N74_15820,QPV90475.1,efeB,3191718,3193002,neg,,deferrochelatase/peroxidase EfeB,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226225.1
CDS_CP065825.1_3193006_3194134_neg,CP065825.1,I8N74_15825,QPV90476.1,,3193006,3194134,neg,,iron uptake system protein EfeO,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226224.1
CDS_CP065825.1_3194185_3195016_neg,CP065825.1,I8N74_15830,QPV90477.1,,3194185,3195016,neg,,FTR1 family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226223.1
CDS_CP065825.1_3195286_3196471_pos,CP065825.1,I8N74_15835,QPV90478.1,,3195286,3196471,pos,,NupC/NupG family nucleoside CNT transporter,,,,COORDINATES: similar to AA sequence:RefSeq:WP_016946978.1
CDS_CP065825.1_3196502_3196937_neg,CP065825.1,I8N74_15840,QPV90479.1,,3196502,3196937,neg,,DUF3574 domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004204513.1
CDS_CP065825.1_3197071_3198580_neg,CP065825.1,I8N74_15845,QPV90480.1,putP,3197071,3198580,neg,,sodium/proline symporter PutP,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226219.1
CDS_CP065825.1_3199001_3202964_pos,CP065825.1,I8N74_15850,QPV90481.1,putA,3199001,3202964,pos,,trifunctional transcriptional regulator/proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase,,,,COORDINATES: similar to AA sequence:RefSeq:NP_309287.1
CDS_CP065825.1_3203149_3203545_pos,CP065825.1,I8N74_15855,QPV90482.1,,3203149,3203545,pos,,DUF1311 domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226216.1
CDS_CP065825.1_3203541_3204180_neg,CP065825.1,I8N74_15860,QPV90483.1,rutR,3203541,3204180,neg,,HTH-type transcriptional regulator RutR,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226215.1
CDS_CP065825.1_3204464_3205556_pos,CP065825.1,I8N74_15865,QPV90484.1,rutA,3204464,3205556,pos,,pyrimidine utilization protein A,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226214.1
CDS_CP065825.1_3205555_3206266_pos,CP065825.1,I8N74_15870,QPV90485.1,rutB,3205555,3206266,pos,,pyrimidine utilization protein B,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226213.1
CDS_CP065825.1_3206258_3206651_pos,CP065825.1,I8N74_15875,QPV90486.1,rutC,3206258,3206651,pos,,pyrimidine utilization protein C,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226212.1
CDS_CP065825.1_3206647_3207451_pos,CP065825.1,I8N74_15880,QPV90487.1,rutD,3206647,3207451,pos,,pyrimidine utilization protein D,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004183620.1
CDS_CP065825.1_3207447_3208038_pos,CP065825.1,I8N74_15885,QPV90488.1,,3207447,3208038,pos,,malonic semialdehyde reductase,,1.1.1.298,,COORDINATES: similar to AA sequence:RefSeq:YP_005226209.1
CDS_CP065825.1_3208048_3208543_pos,CP065825.1,I8N74_15890,QPV90489.1,rutF,3208048,3208543,pos,,pyrimidine utilization flavin reductase protein F,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226208.1
CDS_CP065825.1_3208564_3209887_pos,CP065825.1,I8N74_15895,QPV90490.1,rutG,3208564,3209887,pos,,pyrimidine utilization transport protein G,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226207.1
CDS_CP065825.1_3210292_3211231_neg,CP065825.1,I8N74_15900,QPV90491.1,,3210292,3211231,neg,,DMT family transporter,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004141448.1
CDS_CP065825.1_3211393_3211567_neg,CP065825.1,I8N74_15905,QPV90492.1,,3211393,3211567,neg,,general stress protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005227107.1
CDS_CP065825.1_3211654_3211786_pos,CP065825.1,I8N74_15910,QPV90493.1,,3211654,3211786,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226205.1
CDS_CP065825.1_3212002_3212599_pos,CP065825.1,I8N74_15915,QPV90494.1,wrbA,3212002,3212599,pos,,NAD(P)H:quinone oxidoreductase,,1.6.5.2,,COORDINATES: similar to AA sequence:RefSeq:YP_005226204.1
CDS_CP065825.1_3212619_3212847_pos,CP065825.1,I8N74_15920,QPV90495.1,,3212619,3212847,pos,,YccJ family protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_002898701.1
CDS_CP065825.1_3212915_3214163_neg,CP065825.1,I8N74_15925,QPV90496.1,agp,3212915,3214163,neg,,bifunctional glucose-1-phosphatase/inositol phosphatase,,3.1.3.10,,COORDINATES: similar to AA sequence:RefSeq:WP_004191023.1
CDS_CP065825.1_3214315_3214765_pos,CP065825.1,I8N74_15930,QPV90497.1,,3214315,3214765,pos,,helix-turn-helix transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226201.1
CDS_CP065825.1_3214880_3215669_pos,CP065825.1,I8N74_15935,QPV90498.1,,3214880,3215669,pos,,SDR family oxidoreductase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226200.1
CDS_CP065825.1_3215689_3215911_neg,CP065825.1,I8N74_15940,QPV90499.1,,3215689,3215911,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226199.1
CDS_CP065825.1_3216167_3216290_pos,CP065825.1,I8N74_15945,QPV90500.1,,3216167,3216290,pos,,small membrane protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226198.1
CDS_CP065825.1_3216408_3217800_neg,CP065825.1,I8N74_15950,QPV90501.1,,3216408,3217800,neg,,APC family permease,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226197.1
CDS_CP065825.1_3218153_3219575_neg,CP065825.1,I8N74_15955,QPV90502.1,,3218153,3219575,neg,,glutamine synthetase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226196.1
CDS_CP065825.1_3219800_3220553_pos,CP065825.1,I8N74_15960,QPV90503.1,puuD,3219800,3220553,pos,,gamma-glutamyl-gamma-aminobutyrate hydrolase,,3.5.1.94,,COORDINATES: similar to AA sequence:RefSeq:YP_005226195.1
CDS_CP065825.1_3220578_3221136_pos,CP065825.1,I8N74_15965,QPV90504.1,puuR,3220578,3221136,pos,,HTH-type transcriptional regulator PuuR,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001464354.1
CDS_CP065825.1_3221456_3222944_pos,CP065825.1,I8N74_15970,QPV94613.1,puuC,3221456,3222944,pos,,aldehyde dehydrogenase PuuC,,1.2.1.5,,COORDINATES: similar to AA sequence:RefSeq:YP_005226192.1
CDS_CP065825.1_3222946_3224227_pos,CP065825.1,I8N74_15975,QPV90505.1,,3222946,3224227,pos,,FAD-binding oxidoreductase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226191.1
CDS_CP065825.1_3224223_3225186_neg,CP065825.1,I8N74_15980,QPV90506.1,,3224223,3225186,neg,,LysR family transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226190.1
CDS_CP065825.1_3225268_3226354_pos,CP065825.1,I8N74_15985,QPV90507.1,,3225268,3226354,pos,,tartrate dehydrogenase,,1.1.1.93,,COORDINATES: similar to AA sequence:RefSeq:WP_012068535.1
CDS_CP065825.1_3226808_3228416_pos,CP065825.1,I8N74_15990,QPV90508.1,,3226808,3228416,pos,,BCCT family transporter,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226187.1
CDS_CP065825.1_3228452_3229577_pos,CP065825.1,I8N74_15995,QPV90509.1,,3228452,3229577,pos,,ring-hydroxylating oxygenase subunit alpha,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226186.1
CDS_CP065825.1_3229595_3231044_pos,CP065825.1,I8N74_16000,QPV90510.1,,3229595,3231044,pos,,NAD-dependent succinate-semialdehyde dehydrogenase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226185.1
CDS_CP065825.1_3231101_3232067_pos,CP065825.1,I8N74_16005,QPV90511.1,,3231101,3232067,pos,,oxidoreductase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226184.1
CDS_CP065825.1_3232236_3232425_neg,CP065825.1,I8N74_16010,QPV94689.1,,3232236,3232425,neg,,hypothetical protein,,,,COORDINATES: ab initio prediction:GeneMarkS-2+
CDS_CP065825.1_3232405_3233635_pos,CP065825.1,I8N74_16015,,,3232405,3233635,pos,True,EAL domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_012968601.1
CDS_CP065825.1_3233991_3235644_neg,CP065825.1,I8N74_16025,QPV90512.1,,3233991,3235644,neg,,oligopeptide ABC transporter substrate-binding protein OppA,,,,COORDINATES: similar to AA sequence:RefSeq:WP_019705932.1
CDS_CP065825.1_3235913_3236573_pos,CP065825.1,I8N74_16030,QPV90513.1,yccA,3235913,3236573,pos,,FtsH protease modulator YccA,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000375124.1
CDS_CP065825.1_3236661_3236991_pos,CP065825.1,I8N74_16035,QPV90514.1,tusE,3236661,3236991,pos,,sulfurtransferase TusE,,2.8.1.-,,COORDINATES: similar to AA sequence:RefSeq:YP_005226178.1
CDS_CP065825.1_3236987_3237269_neg,CP065825.1,I8N74_16040,QPV90515.1,yccX,3236987,3237269,neg,,acylphosphatase,,3.6.1.7,,COORDINATES: similar to AA sequence:RefSeq:YP_005226177.1
CDS_CP065825.1_3237317_3238106_neg,CP065825.1,I8N74_16045,QPV90516.1,,3237317,3238106,neg,,helix-turn-helix transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226176.1
CDS_CP065825.1_3238123_3238678_neg,CP065825.1,I8N74_16050,QPV90517.1,,3238123,3238678,neg,,YbhB/YbcL family Raf kinase inhibitor-like protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226175.1
CDS_CP065825.1_3238868_3240071_pos,CP065825.1,I8N74_16055,QPV90518.1,rlmI,3238868,3240071,pos,,23S rRNA (cytosine(1962)-C(5))-methyltransferase RlmI,,2.1.1.191,,COORDINATES: similar to AA sequence:RefSeq:NP_460054.1
CDS_CP065825.1_3240130_3240448_pos,CP065825.1,I8N74_16060,QPV90519.1,hspQ,3240130,3240448,pos,,heat shock protein HspQ,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226173.1
CDS_CP065825.1_3240478_3240892_neg,CP065825.1,I8N74_16065,QPV90520.1,,3240478,3240892,neg,,CoA-binding protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226172.1
CDS_CP065825.1_3241046_3241505_pos,CP065825.1,I8N74_16070,QPV90521.1,mgsA,3241046,3241505,pos,,methylglyoxal synthase,,4.2.3.3,,COORDINATES: similar to AA sequence:RefSeq:NP_415483.2
CDS_CP065825.1_3241516_3243571_neg,CP065825.1,I8N74_16075,QPV90522.1,helD,3241516,3243571,neg,,DNA helicase IV,,3.6.4.12,,COORDINATES: similar to AA sequence:RefSeq:YP_005226170.1
CDS_CP065825.1_3243695_3244142_pos,CP065825.1,I8N74_16080,QPV90523.1,,3243695,3244142,pos,,YccF domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:NP_309072.1
CDS_CP065825.1_3244159_3246295_pos,CP065825.1,I8N74_16085,QPV90524.1,yccS,3244159,3246295,pos,,TIGR01666 family membrane protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226168.1
CDS_CP065825.1_3246308_3246905_neg,CP065825.1,I8N74_16090,QPV90525.1,,3246308,3246905,neg,,TfoX/Sxy family DNA transformation protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226167.1
CDS_CP065825.1_3247253_3247763_pos,CP065825.1,I8N74_16095,QPV90526.1,sulA,3247253,3247763,pos,,cell division inhibitor SulA,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226166.1
CDS_CP065825.1_3248115_3249186_pos,CP065825.1,I8N74_16100,QPV90527.1,ompA,3248115,3249186,pos,,porin OmpA,,,,COORDINATES: similar to AA sequence:RefSeq:NP_309068.1
CDS_CP065825.1_3249316_3249769_neg,CP065825.1,I8N74_16105,QPV90528.1,matP,3249316,3249769,neg,,macrodomain Ter protein MatP,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226164.1
CDS_CP065825.1_3249954_3251712_pos,CP065825.1,I8N74_16110,QPV90529.1,,3249954,3251712,pos,,Lon protease family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226163.1
CDS_CP065825.1_3251781_3252300_pos,CP065825.1,I8N74_16115,QPV90530.1,fabA,3251781,3252300,pos,,bifunctional 3-hydroxydecanoyl-ACP dehydratase/trans-2-decenoyl-ACP isomerase,,4.2.1.59,,COORDINATES: similar to AA sequence:RefSeq:WP_014915875.1
CDS_CP065825.1_3252368_3252536_neg,CP065825.1,I8N74_16120,QPV90531.1,rmf,3252368,3252536,neg,,ribosome modulation factor,,,,COORDINATES: similar to AA sequence:RefSeq:NP_309064.1
CDS_CP065825.1_3252789_3253353_neg,CP065825.1,I8N74_16125,QPV90532.1,pqiC,3252789,3253353,neg,,membrane integrity-associated transporter subunit PqiC,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226161.1
CDS_CP065825.1_3253352_3254990_neg,CP065825.1,I8N74_16130,QPV90533.1,pqiB,3253352,3254990,neg,,intermembrane transport protein PqiB,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226160.1
CDS_CP065825.1_3254979_3256248_neg,CP065825.1,I8N74_16135,QPV90534.1,pqiA,3254979,3256248,neg,,membrane integrity-associated transporter subunit PqiA,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004183570.1
CDS_CP065825.1_3256262_3258170_neg,CP065825.1,I8N74_16140,QPV90535.1,,3256262,3258170,neg,,ABC transporter ATP-binding protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000053132.1
CDS_CP065825.1_3258182_3260288_neg,CP065825.1,I8N74_16145,QPV90536.1,rlmKL,3258182,3260288,neg,,bifunctional 23S rRNA (guanine(2069)-N(7))-methyltransferase RlmK/23S rRNA (guanine(2445)-N(2))-methyltransferase RlmL,,2.1.1.173,,COORDINATES: similar to AA sequence:RefSeq:YP_005226157.1
CDS_CP065825.1_3260387_3261497_pos,CP065825.1,I8N74_16150,QPV90537.1,,3260387,3261497,pos,,YcbX family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226156.1
CDS_CP065825.1_3261493_3262036_neg,CP065825.1,I8N74_16155,QPV90538.1,zapC,3261493,3262036,neg,,cell division protein ZapC,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226155.1
CDS_CP065825.1_3262205_3263216_neg,CP065825.1,I8N74_16160,QPV90539.1,pyrD,3262205,3263216,neg,,quinone-dependent dihydroorotate dehydrogenase,,1.3.5.2,,COORDINATES: similar to AA sequence:RefSeq:YP_005226154.1
CDS_CP065825.1_3263465_3264041_pos,CP065825.1,I8N74_16165,QPV90540.1,ssuE,3263465,3264041,pos,,NADPH-dependent FMN reductase,,1.5.1.38,,COORDINATES: similar to AA sequence:RefSeq:YP_005226153.1
CDS_CP065825.1_3264033_3264996_pos,CP065825.1,I8N74_16170,QPV90541.1,,3264033,3264996,pos,,sulfonate ABC transporter substrate-binding protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004141753.1
CDS_CP065825.1_3264992_3266138_pos,CP065825.1,I8N74_16175,QPV90542.1,ssuD,3264992,3266138,pos,,FMNH2-dependent alkanesulfonate monooxygenase,,,,COORDINATES: similar to AA sequence:RefSeq:NP_415455.1
CDS_CP065825.1_3266148_3266940_pos,CP065825.1,I8N74_16180,QPV90543.1,ssuC,3266148,3266940,pos,,aliphatic sulfonate ABC transporter permease SsuC,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226150.1
CDS_CP065825.1_3266936_3267710_pos,CP065825.1,I8N74_16185,QPV90544.1,ssuB,3266936,3267710,pos,,aliphatic sulfonates ABC transporter ATP-binding protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226149.1
CDS_CP065825.1_3267914_3270530_neg,CP065825.1,I8N74_16190,QPV90545.1,pepN,3267914,3270530,neg,,aminopeptidase N,,3.4.11.-,,COORDINATES: similar to AA sequence:RefSeq:WP_000193787.1
CDS_CP065825.1_3270856_3272059_pos,CP065825.1,I8N74_16195,QPV90546.1,pncB,3270856,3272059,pos,,nicotinate phosphoribosyltransferase,,6.3.4.21,,COORDINATES: similar to AA sequence:RefSeq:YP_005226146.1
CDS_CP065825.1_3272101_3273268_neg,CP065825.1,I8N74_16200,QPV90547.1,,3272101,3273268,neg,,amidohydrolase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226145.1
CDS_CP065825.1_3273286_3274525_neg,CP065825.1,I8N74_16205,QPV90548.1,,3273286,3274525,neg,,Zn-dependent hydrolase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226144.1
CDS_CP065825.1_3274549_3275839_neg,CP065825.1,I8N74_16210,QPV90549.1,,3274549,3275839,neg,,septum formation initiator,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226143.1
CDS_CP065825.1_3275961_3277173_neg,CP065825.1,I8N74_16215,QPV90550.1,dpaL,3275961,3277173,neg,,diaminopropionate ammonia-lyase,,4.3.1.15,,COORDINATES: similar to AA sequence:RefSeq:WP_004179185.1
CDS_CP065825.1_3277481_3278041_pos,CP065825.1,I8N74_16220,,,3277481,3278041,pos,True,Lrp/AsnC family transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226141.1
CDS_CP065825.1_3278121_3279522_pos,CP065825.1,I8N74_16225,QPV90551.1,asnS,3278121,3279522,pos,,asparagine--tRNA ligase,,6.1.1.22,,COORDINATES: similar to AA sequence:RefSeq:WP_005123540.1
CDS_CP065825.1_3280113_3281193_pos,CP065825.1,I8N74_16230,QPV90552.1,ompK35,3280113,3281193,pos,,porin OmpK35,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004141771.1
CDS_CP065825.1_3281380_3282571_pos,CP065825.1,I8N74_16235,QPV90553.1,,3281380,3282571,pos,,aspartate/tyrosine/aromatic aminotransferase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_009653304.1
CDS_CP065825.1_3282639_3283287_neg,CP065825.1,I8N74_16240,QPV90554.1,,3282639,3283287,neg,,MBL fold metallo-hydrolase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226135.1
CDS_CP065825.1_3283300_3283852_neg,CP065825.1,I8N74_16245,QPV94614.1,,3283300,3283852,neg,,YcbK family protein,,,,COORDINATES: similar to AA sequence:RefSeq:NP_309036.1
CDS_CP065825.1_3284154_3285945_neg,CP065825.1,I8N74_16250,QPV90555.1,ldtD,3284154,3285945,neg,,"L,D-transpeptidase",,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226133.1
CDS_CP065825.1_3286145_3290594_neg,CP065825.1,I8N74_16255,QPV90556.1,mukB,3286145,3290594,neg,,chromosome partition protein MukB,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226132.1
CDS_CP065825.1_3290593_3291298_neg,CP065825.1,I8N74_16260,QPV90557.1,mukE,3290593,3291298,neg,,chromosome partition protein MukE,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226131.1
CDS_CP065825.1_3291278_3292601_neg,CP065825.1,I8N74_16265,QPV90558.1,mukF,3291278,3292601,neg,,chromosome partition protein MukF,,,,COORDINATES: similar to AA sequence:RefSeq:WP_005123549.1
CDS_CP065825.1_3292597_3293398_neg,CP065825.1,I8N74_16270,QPV90559.1,cmoM,3292597,3293398,neg,,tRNA uridine 5-oxyacetic acid(34) methyltransferase CmoM,,2.1.1.-,,COORDINATES: similar to AA sequence:RefSeq:YP_005226128.1
CDS_CP065825.1_3293519_3294299_pos,CP065825.1,I8N74_16275,QPV90560.1,elyC,3293519,3294299,pos,,envelope biogenesis factor ElyC,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226127.1
CDS_CP065825.1_3294275_3295169_neg,CP065825.1,I8N74_16280,QPV90561.1,,3294275,3295169,neg,,YcbJ family phosphotransferase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226126.1
CDS_CP065825.1_3295306_3296053_neg,CP065825.1,I8N74_16285,QPV90562.1,kdsB,3295306,3296053,neg,,3-deoxy-manno-octulosonate cytidylyltransferase,,2.7.7.38,,COORDINATES: similar to AA sequence:RefSeq:NP_309028.1
CDS_CP065825.1_3296049_3296232_neg,CP065825.1,I8N74_16290,QPV90563.1,ycaR,3296049,3296232,neg,,protein YcaR,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226124.1
CDS_CP065825.1_3296295_3297525_neg,CP065825.1,I8N74_16295,QPV90564.1,,3296295,3297525,neg,,YcaQ family DNA glycosylase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226123.1
CDS_CP065825.1_3297579_3298560_neg,CP065825.1,I8N74_16300,QPV90565.1,lpxK,3297579,3298560,neg,,tetraacyldisaccharide 4'-kinase,,2.7.1.130,,COORDINATES: similar to AA sequence:RefSeq:YP_005226122.1
CDS_CP065825.1_3298556_3300305_neg,CP065825.1,I8N74_16305,QPV90566.1,msbA,3298556,3300305,neg,,lipid A ABC transporter ATP-binding protein/permease MsbA,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226121.1
CDS_CP065825.1_3300341_3302606_neg,CP065825.1,I8N74_16310,QPV90567.1,,3300341,3302606,neg,,ComEC family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226120.1
CDS_CP065825.1_3302811_3303099_neg,CP065825.1,I8N74_16315,QPV90568.1,ihfB,3302811,3303099,neg,,integration host factor subunit beta,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226119.1
CDS_CP065825.1_3303250_3304924_neg,CP065825.1,I8N74_16320,QPV90569.1,rpsA,3303250,3304924,neg,,30S ribosomal protein S1,,,,COORDINATES: similar to AA sequence:RefSeq:WP_005123560.1
CDS_CP065825.1_3305057_3305741_neg,CP065825.1,I8N74_16325,QPV90570.1,cmk,3305057,3305741,neg,,(d)CMP kinase,,2.7.4.25,,COORDINATES: similar to AA sequence:RefSeq:WP_000125007.1
CDS_CP065825.1_3305915_3307199_neg,CP065825.1,I8N74_16330,QPV90571.1,aroA,3305915,3307199,neg,,3-phosphoshikimate 1-carboxyvinyltransferase,,2.5.1.19,,COORDINATES: similar to AA sequence:RefSeq:YP_005226116.1
CDS_CP065825.1_3307272_3308361_neg,CP065825.1,I8N74_16335,QPV90572.1,serC,3307272,3308361,neg,,3-phosphoserine/phosphohydroxythreonine transaminase,,2.6.1.52,,COORDINATES: similar to AA sequence:RefSeq:YP_005226115.1
CDS_CP065825.1_3308549_3309242_neg,CP065825.1,I8N74_16340,QPV90573.1,,3308549,3309242,neg,,DUF421 domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226114.1
CDS_CP065825.1_3309357_3311118_pos,CP065825.1,I8N74_16345,QPV90574.1,,3309357,3311118,pos,,30S ribosomal protein S12 methylthiotransferase accessory protein YcaO,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226113.1
CDS_CP065825.1_3311503_3312361_pos,CP065825.1,I8N74_16350,QPV90575.1,focA,3311503,3312361,pos,,formate transporter FocA,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005226112.1
CDS_CP065825.1_3312412_3314695_pos,CP065825.1,I8N74_16355,QPV90576.1,pflB,3312412,3314695,pos,,formate C-acetyltransferase,,2.3.1.54,,COORDINATES: similar to AA sequence:RefSeq:YP_005226111.1
CDS_CP065825.1_3314886_3315627_pos,CP065825.1,I8N74_16360,QPV90577.1,pflA,3314886,3315627,pos,,pyruvate formate lyase 1-activating protein,,1.97.1.4,,COORDINATES: similar to AA sequence:RefSeq:YP_005226110.1
